Number,Name,Brand,Release_Year,Concentration,Rating_Value,Rating_Count,Main_Accords,Top_Notes,Middle_Notes,Base_Notes,Perfumers,URL
NA,Reckless Essence de Parfum,Roja Parfums,2021,NA,7.9,10,"Floral, Sweet, Creamy, Fruity, Spicy",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Roja_Parfums/reckless-essence-de-parfum
NA,Reckless pour Homme Roja Parfums 2014 Eau de Parfum,Roja Parfums,2014,Eau de Parfum,8.3,75,"Spicy, Woody, Sweet, Green, Smoky","Laurel, Artemisia, Lavender, Bergamot, Lemon","Cistus, Grasse jasmine, May rose","Cardamom, Cypress wood, Ginger, Oakmoss, Cedarwood, Cinnamon, Clove, Frankincense, Pepper, Sandalwood, Vetiver, Iris, Musk, Styrax, Tonka bean",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Reckless_pour_Homme_Eau_de_Parfum
NA,Reckless pour Homme Roja Parfums 2014 Parfum,Roja Parfums,2014,Parfum,8.4,277,"Spicy, Woody, Resinous, Smoky, Fresh","Laurel, Artemisia, Lavender, Bergamot, Lemon","Cistus, Grasse jasmine, May rose","Cardamom, Cypress wood, Ginger, Oakmoss, Cedarwood, Cinnamon, Clove, Frankincense, Pepper, Sandalwood, Vetiver, Iris, Musk, Styrax, Tonka bean",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Reckless_pour_Homme_Parfum
NA,Reckless Roja Parfums 2011 Eau de Parfum,Roja Parfums,2011,Eau de Parfum,7.9,76,"Floral, Sweet, Spicy, Powdery, Fresh","Mandarin orange, Orange, Bergamot","Neroli, Grasse jasmine, May rose, Geranium","Musk, Coriander, Sandalwood, Pink pepper, Styrax, Benzoin, Cinnamon, Vanilla",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Reckless_Eau_de_Parfum
NA,Reckless Roja Parfums 2011 Parfum,Roja Parfums,2011,Parfum,8.3,94,"Floral, Spicy, Sweet, Woody, Powdery","Mandarin orange, Orange, Bergamot","Neroli, Grasse jasmine, May rose, Geranium","Musk, Coriander, Sandalwood, Pink pepper, Styrax, Benzoin, Cinnamon, Vanilla",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Reckless_Parfum
NA,Reckless Roja Parfums 2023 Eau de Parfum,Roja Parfums,2023,Eau de Parfum,7.9,8,"Floral, Creamy, Sweet, Woody, Fruity","Orange, Mandarin orange, Bergamot","Neroli, Grasse jasmine, Geranium, May rose","Sandalwood, Vanilla, Cinnamon, Musk, Pink pepper, Benzoin, Coriander, Styrax",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/reckless-2023-eau-de-parfum
NA,Red Fever,Aaron Terence Hughes,2024,NA,9.6,9,"Fruity, Sweet, Floral, Spicy, Oriental","Bergamot, Pear","Lily, Peach, Plum, Raspberry","Almond, Amber, Ambergris, Oakmoss, Rose absolute, Vanilla","Aaron Terence Hughes Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Aaron_Terence_Hughes/red-fever
NA,Reflection 45,Amouage,2021,NA,NA,NA,"Floral, Powdery, Spicy, Woody, Fresh","Benzoin, Cardamom, Clary sage, Lavender, Pink pepper, Juniper berry","Iris, Jasmine, Neroli, Tonka bean, Angelica, Vanilla","Myrrh, Patchouli, Sandalwood, Cedarwood, Frankincense, Opoponax, Vetiver",Lucas Sieuzac,https://www.parfumo.com/Perfumes/Amouage/reflection-45
NA,Reflection Man,Amouage,2007,NA,NA,NA,"Floral, Fresh, Sweet, Powdery, Woody","Bitter orange leaf, Red pepper, Rosemary","Neroli, Jasmine, Iris, Ylang-ylang","Sandalwood, Haitian vetiver, Virginia cedar, Patchouli",Lucas Sieuzac,https://www.parfumo.com/Perfumes/Amouage/Reflection_Man
NA,Reflection Woman Amouage 2007 Eau de Parfum,Amouage,2007,Eau de Parfum,6.9,308,"Floral, Green, Fresh, Aquatic, Sweet","Green leaves, Freesia","Magnolia, Jasmine, Ylang-ylang","White musk, Cedarwood, Amber, Sandalwood",Maurice Roucel,https://www.parfumo.com/Perfumes/Amouage/Reflection_Woman
NA,Reflection Woman Amouage Solid Perfume,Amouage,NA,Solid Perfume,NA,NA,NA,"Green leaves, Freesia","Magnolia, Jasmine, Ylang-ylang","White musk, Cedarwood, Amber, Sandalwood",Maurice Roucel,https://www.parfumo.com/Perfumes/Amouage/Reflection_Woman_Solid_Perfume
NA,Risqué Creation-R Roja Parfums 2012 Eau de Parfum,Roja Parfums,2012,Eau de Parfum,7.9,65,"Floral, Chypre, Spicy, Woody, Fruity",Bergamot,"Hyacinth, Chamomile, Ylang-ylang, Grasse jasmine, Peach, May rose","Oakmoss, Cedarwood, Patchouli, Vetiver, Labdanum",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Risque_Creation_R_Eau_de_Parfum
NA,Risqué Creation-R Roja Parfums 2012 Parfum,Roja Parfums,2012,Parfum,7.8,66,"Floral, Chypre, Fresh, Woody, Green",Bergamot,"Hyacinth, Chamomile, Ylang-ylang, Grasse jasmine, Peach, May rose","Oakmoss, Cedarwood, Patchouli, Vetiver, Labdanum",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Risque_Creation_R_Parfum
NA,Risqué Essence de Parfum,Roja Parfums,2021,NA,6.5,3,"Floral, Chypre, Spicy, Green, Sweet",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Roja_Parfums/risque-essence-de-parfum
NA,Risqué pour Homme Creation-R pour Homme Roja Parfums 2015 Eau de Parfum,Roja Parfums,2015,Eau de Parfum,8.1,62,"Spicy, Fruity, Smoky, Woody, Citrus","Lavender, Lemon, Litsea cubeba, Bergamot","Peach, Jasmine, Geranium","Frankincense, Cedarwood, Labdanum, Oakmoss, Pink pepper, Vetiver, Cardamom, Carrot seed, Myrrh, Tonka bean",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Risque_pour_Homme_Creation_R_pour_Homme_Eau_de_Parfum
NA,Risqué pour Homme Creation-R pour Homme Roja Parfums 2015 Parfum,Roja Parfums,2015,Parfum,8.3,99,"Woody, Spicy, Citrus, Smoky, Resinous","Lavender, Lemon, Litsea cubeba, Bergamot","Peach, Jasmine, Geranium","Frankincense, Cedarwood, Labdanum, Oakmoss, Pink pepper, Vetiver, Cardamom, Carrot seed, Myrrh, Tonka bean",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Risque_pour_Homme_Creation_R_pour_Homme_Parfum
NA,Roja Dove Haute Parfumerie,Roja Parfums,2019,NA,8.4,216,"Floral, Spicy, Powdery, Sweet, Creamy","Bergamot, Orange, Aldehydes, Grapefruit, Lemon, Mandarin orange","Cistus, Peach, Violet, Champaca flower, Lily of the valley, Geranium, Heliotrope, Grasse jasmine","Ambrarome absolute, Cashmere wood, Civet, Patchouli, Vanilla, Benzoin, Frankincense, Iris, Labdanum, Mossy notes, Musk, Pepper, Sandalwood, Vetiver, Amyris, Coriander, Ginger, Tonka bean, Peru balsam",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/roja-dove-haute-parfumerie-2019
NA,Roja Dove Haute Parfumerie,Roja Parfums,2024,NA,8.7,32,"Floral, Sweet, Woody, Spicy, Fruity","Aldehydes, Bergamot, Lemon, Lime","Clary sage, Freesia, Geranium, Jasmine, Magnolia, Peach, Rose, Violet, Ylang-ylang","Patchouli, Amber, Benzoin, Cedar, Clearwood™, Clove, Cypriol, Frankincense, Labdanum, Moss, Musk, Orris root, Oud, Peru balsam, Rhubarb, Sandalwood, Tonka bean, Vanilla",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/roja-dove-haute-parfumerie-2024
NA,Roja,Roja Parfums,2013,NA,8.6,211,"Floral, Spicy, Powdery, Chypre, Woody",Bergamot,"Ylang-ylang, Grasse jasmine, May rose","Ambergris, Benzoin, Clove, Labdanum, Oakmoss, Vanilla, Iris, Cinnamon, Civet, Ginger, Styrax, Amyris, Cedarwood, Patchouli",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/roja
NA,Rosa Muskosa,Ensar Oud / Oriscent,2024,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/rosa-muskosa
NA,Rosa Oudifera,Ensar Oud / Oriscent,2024,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/rosa-oudifera
NA,Rosa Rugosa,Ensar Oud / Oriscent,2024,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/rosa-rugosa
NA,Rose,Aaron Terence Hughes,2019,NA,7.7,19,"Floral, Spicy, Sweet, Woody, Fruity",Damask rose,"Berries, Lotus, Tree moss, Bourbon vanilla, Spices, Tonka bean","Burmese oud, Musk, Patchouli","Aaron Terence Hughes Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Aaron_Terence_Hughes/Rose
NA,Rose Absolute,Clive Christian,2016,NA,8.5,2,"Fresh, Floral","Bergamot, Blueberry, Coriander, Ginger, Lemon, Tangerine","Freesia, Geranium, Jasmine, Lily of the valley, May rose, Orchid, Violet","Ambergris, Cedar, Musk, Oakmoss, Patchouli, Saffron, Sandalwood",NA,https://www.parfumo.com/Perfumes/Clive_Christian/Rose_Absolute
NA,Rose,Amouage,NA,NA,8.1,4,"Floral, Sweet, Oriental, Fresh, Fruity",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Amouage/Rose
NA,Rose Aqor,Amouage,2021,NA,8.4,12,"Floral, Sweet, Synthetic, Resinous, Woody",Omani cistus,Frankincense,Sandalwood,Cécile Zarokian,https://www.parfumo.com/Perfumes/Amouage/rose-aqor
NA,Rose Arabia - Lily,Widian / AJ Arabia,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Widian/rose-arabia-lily
NA,Rose Arabia - Taifi,Widian / AJ Arabia,1991,NA,6,2,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Widian/rose-arabia-taifi
NA,Rose,Chanel,NA,NA,NA,NA,"Spicy, Floral",NA,NA,NA,Ernest Beaux,https://www.parfumo.com/Perfumes/Chanel/Rose
NA,Rose,Roja Parfums,2016,NA,7.7,61,"Floral, Green, Spicy, Fresh, Earthy",Bergamot,"Geranium, May rose, Ylang-ylang","Galbanum, Patchouli, Benzoin, Birch, Cinnamon, Musk, Nutmeg, Pepper, Vanilla",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Rose
NA,Rose Taif,Amouage,NA,NA,8.8,10,"Floral, Fresh, Citrus, Fruity, Spicy",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Amouage/Rose_Taif
NA,Royal Amber Attar,Areej Le Doré,NA,NA,NA,NA,NA,"Bergamot, Bitter orange, Mandarin orange, Rot","Freesia, Peach, Rose","Cedarwood, Sandalwood, Vanilla, White musk",NA,https://www.parfumo.com/Perfumes/Areej_Le_Dore/royal-amber-attar
NA,Royal Barn,Areej Le Doré,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Areej_Le_Dore/royal-barn
NA,Royal Bhutan,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/royal-bhutan
NA,Royal Guallam,Ensar Oud / Oriscent,NA,NA,9.3,2,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/Royal_Guallam
NA,Royal Imphal,Ensar Oud / Oriscent,NA,NA,NA,NA,"Earthy, Woody, Leathery, Spicy, Smoky",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/royal-imphal
NA,Royal Kinam 2.0,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/royal-kinam-2-0
NA,Royal Kinam,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/Royal_Kinam
NA,Royal Kynam,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/royal-kynam
NA,Royal Maluku LTD,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/royal-maluku-ltd
NA,Royal Musk Attar,Areej Le Doré,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Areej_Le_Dore/royal-musk-attar
NA,Royal Noire,Nabeel,NA,NA,NA,NA,NA,"Bergamot, Peach, Pear","Freesia, Jasmine, Lily, Plum, Rose","Cedarwood, Musk, Vanilla","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/Royal_Noire
NA,Royale No 5,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/royale-no-5
NA,Ruh Al Oudh,Amouage,NA,NA,7.5,2,"Leathery, Woody, Resinous, Earthy, Sweet",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Amouage/Ruh_Al_Oudh
NA,Ruh Al Ward,Amouage,NA,NA,NA,NA,"Fresh, Floral, Green, Citrus, Fougère",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Amouage/Ruh_Al_Ward
NA,Rumi,Ensar Oud / Oriscent,NA,NA,7.5,27,"Spicy, Floral, Oriental, Gourmand, Woody","Ginger, Apricot, Cardamom, Clove","Elderflower, Jasmine sambac, Narcissus, Persian rose otto, Bourbon geranium, Osmanthus, Turkish rose, Ylang-ylang","Ambergris, Cocoa, Coffee, Blond tobacco, Cambodian oud, Frankincense, Tibetan musk",NA,https://www.parfumo.com/Perfumes/ensar-oud/rumi
NA,Russian Musk Areej Le Doré Extrait de Parfum,Areej Le Doré,NA,Extrait de Parfum,NA,NA,NA,"Apple blossom, Pear, Plum, Acid","Lily of the valley, Peach, Pineapple, Putrescence","Ambergris, Lily, Musk, Spoilage",NA,https://www.parfumo.com/Perfumes/Areej_Le_Dore/Russian_Musk
NA,Russian Musk Attar,Areej Le Doré,2019,NA,9.3,7,"Floral, Resinous, Oriental, Smoky, Woody",NA,NA,NA,Rasei Fort,https://www.parfumo.com/Perfumes/Areej_Le_Dore/Russian_Musk_Attar
NA,Russian Musk II,Areej Le Doré,NA,NA,8.7,35,"Leathery, Oriental, Resinous, Floral, Animal",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Areej_Le_Dore/russian-musk-ii
NA,Russian Oud Areej Le Doré 2015 Extrait de Parfum,Areej Le Doré,2015,Extrait de Parfum,7.6,10,"Floral, Woody, Animal, Chypre, Oriental","Bergamot, Lemon, Lime, Snorplax","Jasmine, Fig, Rose, Ylang-ylang","Civet, Musk, Oud, Cinnamon, Oakmoss, Orris root, Patchouli, Saffron, Sandalwood, Ambergris, Birch, Pungidity",NA,https://www.parfumo.com/Perfumes/Areej_Le_Dore/Russian_Oud
NA,Russian Oud Attar,Areej Le Doré,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Areej_Le_Dore/Russian_Oud_Attar
NA,Russian Oud II,Areej Le Doré,NA,NA,7.3,2,"Floral, Woody, Leathery",NA,NA,NA,"Heather Kaufman Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Areej_Le_Dore/russian-oud-ii
NA,Sabooha,Nabeel,NA,NA,NA,NA,NA,"Bergamot, Hyacinth, Rose, Tagetes, Violet, Ylang-ylang","Iris, Jasmine, Lily, Lily of the valley, Orange blossom, Vetiver","Cedarwood, Sandalwood, Sandalwood, Tree moss, White musk","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/Sabooha
NA,Saffron,Amouage,NA,NA,8.3,3,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Amouage/Saffron
NA,Saffron Hamra,Amouage,2021,NA,9,15,"Sweet, Spicy, Floral, Woody, Oriental",Persian saffron,Rosa centifolia absolute,Cade juniper wood,Cécile Zarokian,https://www.parfumo.com/Perfumes/Amouage/saffron-hamra
NA,Safrali Ensar Oud / Oriscent 2024 Attar,Ensar Oud / Oriscent,2024,Attar,8.5,6,"Woody, Animal, Floral, Spicy, Leathery",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/safrali-attar
NA,Safrali Ensar Oud / Oriscent 2024 Pure Parfum,Ensar Oud / Oriscent,2024,Pure Parfum,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/safrali-pure-parfum
NA,Sahara,Widian / AJ Arabia,2016,NA,8.5,558,"Oriental, Resinous, Spicy, Sweet, Floral","Elemi resin, Orange, Saffron","Orange blossom, Rose","Amber, Musk, Vanilla, Cedar",NA,https://www.parfumo.com/Perfumes/Widian/sahara
NA,Salalah,Amouage,1997,NA,NA,NA,"Fresh, Green, Sweet, Resinous",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Amouage/Salalah
NA,Salalah,Nabeel,NA,NA,NA,NA,NA,"Aldehydes, Lavender, Orange, Rose, Saffron","Cedar, Geranium, Gurjum balsam","Amber, Musk, Oakmoss, Patchouli, Vanilla","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/Salalah
NA,Salamah,Amouage,NA,NA,7.9,8,"Animal, Woody, Fresh, Floral, Resinous",Bergamot,"Taif rose, Frankincense","Cambodian oud, Hay, White musk",NA,https://www.parfumo.com/Perfumes/Amouage/Salamah
NA,Salsabeel,Nabeel,NA,NA,NA,NA,NA,"Apple, Bergamot, Cardamom, Ginger, Lemon, Raspberry, Saffron, Vetiver","Geranium, Lotus, Oud, Pepper, Tagetes","Amber, Cypriol, Gaiac wood, Leather, Patchouli, Sandalwood, Sandalwood, Vanilla","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/Salsabeel
NA,Sandal Sandalwood,Amouage,NA,NA,8.9,15,"Fresh, Woody, Green, Creamy",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Amouage/Sandal_Sandalwood
NA,Sandalwood Absolute,Clive Christian,2016,NA,9.9,4,"Oriental, Woody, Floral, Creamy, Powdery","Bergamot, Blueberry, Cardamom, Coriander, Ginger, Juniper, Lemon, Mandarin orange, Peach, Pink pepper, Sicilian orange, Tangerine, Thyme","Carnation, Cinnamon, Egyptian jasmine, Freesia, Geranium, Heliotrope, Iris, Jasmine sambac, Lily of the valley, May rose, Narcissus, Neroli, Orchid, Tuberose, Violet, Ylang-ylang","Ambergris, Cedar, Indian sandalwood, Leather, Lichen, Musk, Oakmoss, Patchouli, Red sandalwood, Rum, Saffron, Tobacco, Tonka bean, Vanilla absolute, Vetiver",NA,https://www.parfumo.com/Perfumes/Clive_Christian/Sandalwood_Absolute
NA,Santal Extreme,Aaron Terence Hughes,2019,NA,7.7,47,"Woody, Sweet, Spicy, Earthy, Resinous",NA,NA,NA,"Aaron Terence Hughes Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Aaron_Terence_Hughes/santal-extreme-2019
NA,Santal Extreme,Aaron Terence Hughes,2021,NA,7.6,22,"Woody, Sweet, Spicy, Gourmand, Creamy","Italian bergamot, Mint","Tonka bean, Almond, Vanilla","Nutmeg, Patchouli, Sandalwood","Aaron Terence Hughes Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Aaron_Terence_Hughes/santal-extreme-2021
NA,Santal Galore,Areej Le Doré,NA,NA,NA,NA,NA,"Bergamot, Grapefruit, Vanilla, Offense","Iris, Jasmine, Lily, Raspberry, Strawberry, Vanilla, Staleness","Amber, Coconut, Musk, Patchouli, Sandalwood, Vanilla, Glimzorith",NA,https://www.parfumo.com/Perfumes/Areej_Le_Dore/santal-galore
NA,Santal Royale: Oud Royale,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/santal-royale-oud-royale
NA,Santal Sohar,Amouage,2023,NA,8.9,11,"Sweet, Creamy, Oriental, Floral, Gourmand","Basil, Rose",Clove,Sandalwood,Karine Vinchon-Spehner,https://www.parfumo.com/Perfumes/Amouage/santal-sohar
NA,Santal Sultan Ensar Oud / Oriscent 2017 Eau de Parfum,Ensar Oud / Oriscent,2017,Eau de Parfum,8.5,17,"Woody, Citrus, Resinous, Green, Oriental",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/santal-sultan-eau-de-parfum
NA,Santal Sultan Ensar Oud / Oriscent Pure Parfum,Ensar Oud / Oriscent,NA,Pure Parfum,8.4,46,"Woody, Spicy, Creamy, Oriental, Citrus",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/santal-sultan-pure-parfum
NA,Santina,Ensar Oud / Oriscent,2024,NA,NA,NA,"Fruity, Woody, Oriental, Spicy, Smoky",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/santina
NA,Santosa,Ensar Oud / Oriscent,NA,NA,8.1,12,"Woody, Fruity, Floral, Sweet, Spicy",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/santosa
NA,Satori Fusho,Ensar Oud / Oriscent,NA,NA,8,3,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/satori-fusho
NA,Satori Senkoh,Ensar Oud / Oriscent,2023,NA,7.4,4,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/satori-senkoh
NA,Sayyid Al Hanan,Amouage,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Amouage/Sayyid_Al_Hanan
NA,Scandal Essence de Parfum,Roja Parfums,2021,NA,8.3,6,"Floral, Powdery, Creamy, Sweet, Fresh",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Roja_Parfums/scandal-essence-de-parfum
NA,Scandal Parfum Cologne,Roja Parfums,2019,NA,7.5,56,"Spicy, Fresh, Fougère, Green, Woody",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Roja_Parfums/scandal-parfum-cologne
NA,Scandal pour Homme Roja Parfums 2011 Eau de Parfum,Roja Parfums,2011,Eau de Parfum,7.9,212,"Spicy, Fougère, Woody, Fresh, Citrus","Petitgrain, Tarragon, Basil, Bergamot, Lavender, Lemon, Spearmint","Grasse jasmine, Lily of the valley, May rose, Violet","Mossy notes, Musk, Cardamom, Cashmeran, Cedarwood, Clove, Labdanum, Patchouli, Sandalwood, Tonka bean, Vetiver, Ambergris, Nutmeg, Rhubarb",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Scandal_pour_Homme_Eau_de_Parfum
NA,Scandal pour Homme Roja Parfums 2011 Parfum,Roja Parfums,2011,Parfum,7.9,163,"Spicy, Fougère, Green, Fresh, Citrus","Petitgrain, Tarragon, Basil, Bergamot, Lavender, Lemon, Spearmint","Grasse jasmine, Lily of the valley, May rose, Violet","Mossy notes, Musk, Cardamom, Cashmeran, Cedarwood, Clove, Labdanum, Patchouli, Sandalwood, Tonka bean, Vetiver, Ambergris, Nutmeg, Rhubarb",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Scandal_pour_Homme_Parfum
NA,Scandal Roja Parfums 2007 Eau de Parfum,Roja Parfums,2007,Eau de Parfum,7.4,74,"Floral, Spicy, Sweet, Animal, Oriental",Bergamot,"Gardenia, Lily of the valley, Tuberose, Freesia, Grasse jasmine, Orange blossom, May rose","Musk, Sandalwood, Iris",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Scandal_Eau_de_Parfum
NA,Scandal Roja Parfums 2007 Parfum,Roja Parfums,2007,Parfum,7.6,67,"Floral, Sweet, Powdery, Green, Spicy",Bergamot,"Gardenia, Lily of the valley, Tuberose, Freesia, Grasse jasmine, Orange blossom, May rose","Musk, Sandalwood, Iris",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Scandal_Parfum
NA,Scandal Roja Parfums 2023 Eau de Parfum,Roja Parfums,2023,Eau de Parfum,7.9,5,"Floral, Woody, Fresh","Bergamot, Lemon","Freesia, Gardenia, Lily of the valley, Tuberose, May rose, Grasse jasmine, Orange blossom","Iris, Musk, Sandalwood",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/scandal-2023-eau-de-parfum
NA,Search,Amouage,2023,NA,7.7,224,"Citrus, Smoky, Fresh, Woody, Spicy","Lemon, Lime, Mandarin orange","Omani green frankincense, Black pepper, Elemi resin","Cade juniper, Gaiac wood, Vetiver",Alexis Grugeon,https://www.parfumo.com/Perfumes/Amouage/search
NA,Semi Bespoke N°1,Roja Parfums,NA,NA,8.7,15,"Fresh, Green, Citrus, Powdery, Woody","Aldehydes, Bergamot, Lemon, Orange","Grasse jasmine, May rose, Ylang-ylang","Amber, Green notes, Musk, Myrrh, Oakmoss, Orris root, Patchouli, Sandalwood, Vanilla, Vetiver",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/semi-bespoke-n-1
NA,Semi Bespoke N°26,Roja Parfums,2022,NA,8.1,9,"Green, Citrus, Spicy, Woody, Fresh","Basil, Bergamot, Grapefruit, Lavender, Lime",Jasmine,"Amber, Ambrarome, Cedarwood, Gaiac wood, Palo Santo, Sandalwood, Vanilla, Black pepper, Elemi resin, Frankincense, Galbanum, Labdanum, Leather, Patchouli, Vetiver",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/semi-bespoke-n-26
NA,Semi Bespoke N°3,Roja Parfums,NA,NA,8.4,31,"Spicy, Woody, Animal, Citrus, Chypre","Bergamot, Lemon, Lavender","Geranium, May rose, Jasmine","Cumin, Cardamom, Civet, Musk, Oakmoss, Ambergris, Cedarwood, Cinnamon, Leather, Vanilla, Vetiver",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/semi-bespoke-n-3
NA,Semi Bespoke No. 14,Roja Parfums,NA,NA,7.7,29,"Woody, Resinous, Chypre, Spicy, Earthy",Bergamot,Jasmine,"Cypress wood, Cedarwood, Ambergris, Cashmere wood, Musk, Sandalwood, Oud, Vetiver, Saffron, Patchouli",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/semi-bespoke-no-14
NA,Semi-Bespoke 10,Roja Parfums,NA,NA,8.9,25,"Spicy, Resinous, Floral, Sweet, Oriental","Aldehydes, Bergamot, Mandarin orange","Peach, Violet, Ylang-ylang, Grasse jasmine, May rose","Ambergris, Cardamom, Cashmere wood, Cinnamon, Coriander, Frankincense, Iris, Sandalwood, Aniseed, Castoreum, Cedarwood, Clove, Myrrh, Oakmoss, Patchouli, Vanilla, Vetiver",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/SemiBespoke_10
NA,Semi-Bespoke 11,Roja Parfums,NA,NA,7.6,5,"Animal, Sweet, Spicy, Powdery, Chypre",NA,NA,NA,Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/SemiBespoke_11
NA,Semi-Bespoke 12,Roja Parfums,NA,NA,8.9,4,NA,"Aldehydes, Bergamot, Lemon, Mandarin orange, Orange, Petitgrain, Spices","Cedarwood, Freesia, Geranium, Jasmine, Lily of the valley, Oakmoss, Orange blossom, Patchouli, Rose, Sandalwood, Vetiver, Violet, Violet, Ylang-ylang","Beeswax, Civet, Labdanum, Musk, Tonka bean, Vanilla",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/SemiBespoke_12
